Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,1.226383087,1.20299247,1.182750227,1.173891031,1.17722455,0.926286489,1.308141316,1.280773703,1.25948243,1.239638679,1.215797063,1.192602919,1.170195959,1.147602159,1.125019726,1.100415053
Argentina,ARG,"Population, total",SP.POP.TOTL,38892924,39289876,39684303,40080159,40482786,40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763
Argentina,ARG,Number of infant deaths,SH.DTH.IMRT,10716,10454,10242,10043,9821,9554,9228,8861,8479,8102,7719,7322,6915,6503,6095,5719
Canada,CAN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,6.460000038,6.090000153,5.650000095,5.650000095,7.010000229,7.239999771,7.010000229,6.820000172,6.599999905,6.389999866,6.289999962,6.239999771,5.849999905,5.489999771,5.25,9.390000343
Canada,CAN,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,7.010000229,6.519999981,6.380000114,6.570000172,9.539999962,8.789999962,7.960000038,7.71999979,7.5,7.380000114,7.460000038,7.679999828,6.78000021,6.139999866,6.03000021,9.529999733
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,82.6,82.7,82.9,83,83.3,83.5,83.6,83.8,83.9,83.9,84,84,84,84.2,84.2,..
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,77.9,78.1,78.3,78.5,78.8,79.1,79.4,79.6,79.7,79.8,79.9,79.9,79.9,80,80,..
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.19268293,80.34390244,80.54390244,80.69512195,80.99512195,81.24634146,81.44878049,81.64878049,81.74878049,81.8,81.9,81.9,81.9,82.04878049,82.04878049,..
Canada,CAN,Net migration,SM.POP.NETM,..,..,1326431,..,..,..,..,1241416,..,..,..,..,1210159,..,..,..
Canada,CAN,Age dependency ratio (% of working-age population),SP.POP.DPND,44.495093,44.23699432,44.03477573,43.93390259,43.97675318,44.17994479,44.64763374,45.13918539,45.70697547,46.38054112,47.15645579,47.82631443,48.61607607,49.48187729,50.36191603,51.23928687
Canada,CAN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Population growth (annual %),SP.POP.GROW,0.944466927,1.010334503,0.971135141,1.082907116,1.141758099,1.111864075,0.978697787,1.085817263,1.056591259,1.005337579,0.746339478,1.132348655,1.199682154,1.412548033,1.4150147,1.089591487
Canada,CAN,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.557844254,0.551491249,0.041978149,0.150191984,0.210657043,0.177253215,0.141129968,0.868694356,0.838999351,0.792587518,0.527807559,0.913336126,0.931952478,1.084928031,1.032338383,0.656644459
Canada,CAN,Urban population growth (annual %),SP.URB.GROW,1.040618588,1.123846755,1.199018842,1.309029905,1.364893948,1.333268714,1.174952642,1.136362333,1.107109995,1.05460142,0.796807975,1.182792155,1.261162007,1.487505987,1.502188206,1.187724304
Canada,CAN,"Population, total",SP.POP.TOTL,32243753,32571174,32889025,33247118,33628895,34004889,34339328,34714222,35082954,35437435,35702908,36109487,36545295,37065178,37593384,38005238
Canada,CAN,Number of infant deaths,SH.DTH.IMRT,1800,1825,1845,1860,1869,1871,1866,1855,1839,1820,1799,1777,1757,1736,1715,1692
United States,USA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,5.099999905,4.630000114,4.5,5.420000076,8.069999695,8.619999886,8.460000038,7.889999866,7.079999924,6.059999943,5.179999828,4.789999962,4.309999943,3.839999914,3.609999895,8.350000381
United States,USA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,5.070000172,4.619999886,4.730000019,6.099999905,10.28999996,10.52000046,9.369999886,8.229999542,7.639999866,6.260000229,5.369999886,4.940000057,4.400000095,3.950000048,3.720000029,7.800000191
United States,USA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.1,80.3,80.6,80.6,80.9,81,81.1,81.2,81.2,81.3,81.2,81.1,81.1,81.2,81.4,..
United States,USA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75,75.2,75.5,75.6,76,76.2,76.3,76.4,76.4,76.5,76.3,76.1,76.1,76.2,76.3,..
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.48780488,77.68780488,77.98780488,78.03902439,78.3902439,78.54146341,78.64146341,78.74146341,78.74146341,78.84146341,78.6902439,78.53902439,78.53902439,78.63902439,78.78780488,..
United States,USA,Net migration,SM.POP.NETM,..,..,5428756,..,..,..,..,4961716,..,..,..,..,4774029,..,..,..
United States,USA,Age dependency ratio (% of working-age population),SP.POP.DPND,49.68456775,49.69711035,49.6149867,49.52142753,49.52581393,49.67051522,49.86975262,50.11544312,50.42591564,50.79303992,51.20955055,51.64616731,52.15580602,52.71067711,53.27766617,53.85248134
United States,USA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,Population growth (annual %),SP.POP.GROW,0.921713167,0.964253917,0.951055243,0.945865287,0.876651299,0.829616675,0.726786705,0.733599941,0.692860277,0.73336152,0.736217309,0.724676067,0.632643995,0.526435396,0.455381286,0.350911063
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.073389815,0.10867028,0.09315709,0.085657262,0.014133215,-0.030001843,-0.171767178,-0.188989155,-0.26505129,-0.25541516,-0.284256234,-0.322855438,-0.45384168,-0.583254557,-0.695262033,-0.824661438
United States,USA,Urban population growth (annual %),SP.URB.GROW,1.135884591,1.17796816,1.163067761,1.156185671,1.085290294,1.035344801,0.939505411,0.949565508,0.914510414,0.959430782,0.966674782,0.958268061,0.87178526,0.76743743,0.701867775,0.599210762
United States,USA,"Population, total",SP.POP.TOTL,295516599,298379912,301231207,304093966,306771529,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,329484123
United States,USA,Number of infant deaths,SH.DTH.IMRT,27762,27585,27261,26788,26200,25530,24844,24184,23594,23089,22671,22334,22068,21847,21652,21451
Mali,MLI,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,12.77000046,..,..,11.10999966,..,..,8.239999771,6.300000191,8.739999771,1.299999952,8.340000153,1.559999943,..,..
Mali,MLI,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,10.57999992,..,..,6.039999962,..,..,4.550000191,6.440000057,6.860000134,1.419999957,6.650000095,1.669999957,..,..
Mali,MLI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,52.683,53.461,54.173,54.812,55.375,55.871,56.326,56.769,57.225,57.7,58.194,58.695,59.185,59.649,60.085,..
Mali,MLI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,51.429,52.212,52.926,53.566,54.127,54.62,55.065,55.491,55.922,56.364,56.818,57.275,57.718,58.137,58.529,..
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.057,52.839,53.553,54.193,54.756,55.251,55.701,56.135,56.578,57.036,57.509,57.987,58.452,58.893,59.306,..
Mali,MLI,Net migration,SM.POP.NETM,..,..,-100823,..,..,..,..,-302449,..,..,..,..,-200000,..,..,..
Mali,MLI,Age dependency ratio (% of working-age population),SP.POP.DPND,99.18885423,99.91012402,100.4333891,100.7858825,100.9606994,100.9364307,101.7300743,102.1517831,102.2766096,102.1915066,101.934633,101.5171005,100.9554716,100.2030705,99.20249176,97.95884972
Mali,MLI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,41.7,..,..,41.1,..,45.4,..,47.1,46.9,47.2,46.8,44.9,43.8,42.3,41.9
Mali,MLI,Population growth (annual %),SP.POP.GROW,3.233033028,3.29427272,3.337340341,3.329120338,3.261128285,3.15863382,3.044613109,2.952508522,2.90104517,2.901941159,2.935998977,2.975435448,2.999198671,3.008065228,2.996255353,2.971042774
Mali,MLI,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.120606642,2.151469407,2.169277573,2.130486915,2.038692933,1.917943442,1.786753111,1.67862741,1.612346256,1.598066874,1.619898176,1.64684045,1.657858154,1.657158338,1.633883113,1.602333908
Mali,MLI,Urban population growth (annual %),SP.URB.GROW,5.632144158,5.673725985,5.685290302,5.65517898,5.551358564,5.403143331,5.242566982,5.103184949,5.003841478,4.958870859,4.943969248,4.936534482,4.915347791,4.876388544,4.821039327,4.747183309
Mali,MLI,"Population, total",SP.POP.TOTL,12775509,13203378,13651455,14113578,14581427,15049352,15514593,15979492,16449854,16934213,17438772,17965448,18512429,19077755,19658023,20250834
Mali,MLI,Number of infant deaths,SH.DTH.IMRT,53259,53252,53146,52968,52666,52286,51817,51282,50721,50154,49591,49075,48624,48199,47832,47474
Mexico,MEX,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.900000095,3.880000114,3.99000001,4.03000021,5.349999905,5.179999828,5.130000114,4.880000114,4.960000038,4.849999905,4.449999809,3.910000086,3.599999905,3.430000067,3.50999999,4.099999905
Mexico,MEX,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,3.359999895,3.380000114,3.410000086,3.779999971,5.360000134,5.369999886,5.190000057,4.889999866,4.889999866,4.789999962,4.230000019,3.829999924,3.309999943,3.190000057,3.450000048,4.670000076
Mexico,MEX,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.999,78.035,78.039,78.026,78.004,77.979,77.952,77.922,77.89,77.86,77.837,77.826,77.827,77.844,77.879,..
Mexico,MEX,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.575,72.532,72.447,72.342,72.233,72.135,72.056,71.997,71.958,71.943,71.954,71.99,72.046,72.118,72.203,..
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.3,75.296,75.255,75.194,75.128,75.065,75.011,74.966,74.93,74.908,74.904,74.917,74.947,74.992,75.054,..
Mexico,MEX,Net migration,SM.POP.NETM,..,..,-562404,..,..,..,..,-422477,..,..,..,..,-300000,..,..,..
Mexico,MEX,Age dependency ratio (% of working-age population),SP.POP.DPND,59.90324307,59.07172965,58.13095805,57.14931404,56.22262413,55.40225386,54.61010188,53.9484804,53.38531012,52.8612318,52.3477207,51.9253744,51.46924186,51.01299485,50.60644416,50.27056808
Mexico,MEX,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,41.9,..,43.9
Mexico,MEX,Population growth (annual %),SP.POP.GROW,1.415816979,1.456213238,1.486063532,1.495369098,1.476755803,1.438140669,1.39478997,1.355294426,1.315557607,1.277686366,1.241164502,1.203259506,1.16396695,1.126414791,1.091366887,1.058240034
Mexico,MEX,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.111678012,0.147672581,0.177503138,0.178242448,0.159842847,0.117173388,0.051575849,0.003052324,-0.05522079,-0.112142909,-0.158599751,-0.216377556,-0.26617894,-0.319440697,-0.370590772,-0.420214641
Mexico,MEX,Urban population growth (annual %),SP.URB.GROW,1.824208785,1.859028134,1.882062923,1.887215566,1.86191342,1.817966315,1.774457245,1.730975308,1.689832343,1.650565264,1.610136046,1.570874888,1.527731482,1.487613001,1.450022972,1.414374776
Mexico,MEX,"Population, total",SP.POP.TOTL,106005199,107560155,109170503,110815272,112463886,114092961,115695468,117274156,118827158,120355137,121858251,123333379,124777326,126190782,127575529,128932753
Mexico,MEX,Number of infant deaths,SH.DTH.IMRT,44987,43211,41560,40080,38731,37469,36250,35073,33910,32728,31538,30368,29178,28010,26892,25833
Niger,NER,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,2.700000048,..,..,..,..,..,0.219999999,3.710000038,..,0.430000007,..,..,7.789999962,..,..,..
Niger,NER,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,3.400000095,..,..,..,..,..,0.400000006,1.669999957,..,0.600000024,..,..,7.760000229,..,..,..
Niger,NER,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,54.207,55.015,55.846,56.688,57.528,58.351,59.141,59.886,60.579,61.214,61.789,62.305,62.776,63.212,63.621,..
Niger,NER,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,52.644,53.378,54.127,54.88,55.63,56.364,57.074,57.752,58.392,58.988,59.536,60.033,60.485,60.9,61.281,..
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.411,54.18,54.968,55.764,56.557,57.333,58.081,58.79,59.455,60.07,60.631,61.137,61.599,62.024,62.42,..
Niger,NER,Net migration,SM.POP.NETM,..,..,-20001,..,..,..,..,18911,..,..,..,..,20001,..,..,..
Niger,NER,Age dependency ratio (% of working-age population),SP.POP.DPND,106.7642369,108.1052493,109.1158182,109.8632874,110.3839133,110.7010881,111.411299,111.8027937,111.9387444,111.8628181,111.5987634,111.6027239,111.3434055,110.8785121,110.2557726,109.5032853
Niger,NER,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,40.8,..,..
Niger,NER,Population growth (annual %),SP.POP.GROW,3.727929015,3.742057985,3.756576119,3.778529478,3.809666088,3.844166656,3.876413583,3.898743038,3.90731712,3.899846968,3.881451544,3.859843092,3.839001312,3.816736721,3.794206636,3.771351275
Niger,NER,Rural population growth (annual %),SP.RUR.TOTL.ZG,3.733897108,3.746830298,3.761358034,3.784491786,3.814443509,3.848944791,3.882378617,3.903518284,3.91208801,3.886720149,3.848025878,3.808485781,3.767303574,3.72703474,3.68406763,3.640699603
Niger,NER,Urban population growth (annual %),SP.URB.GROW,3.697157945,3.717444137,3.731905488,3.747758838,3.785002327,3.819491944,3.845599417,3.874066906,3.882656243,3.967682432,4.053937755,4.124171521,4.206628355,4.274416048,4.352753454,4.429113819
Niger,NER,"Population, total",SP.POP.TOTL,13624474,14143969,14685404,15250913,15843131,16464025,17114770,17795209,18504287,19240182,20001663,20788789,21602388,22442831,23310719,24206636
Niger,NER,Number of infant deaths,SH.DTH.IMRT,54068,53134,52212,51328,50485,49717,49094,48672,48391,48300,48248,48327,48455,48635,48787,49022
Nigeria,NGA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..,..,3.690000057,..,3.380000114,5.349999905,5.059999943,8.029999733,9.149999619,..,12.47999954,..
Nigeria,NGA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..,..,3.839999914,..,4.010000229,3.829999924,3.619999886,6.139999866,7.590000153,..,9.25,..
Nigeria,NGA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,49.028,49.57,50.121,50.658,51.171,51.656,52.12,52.579,53.042,53.506,53.967,54.415,54.843,55.244,55.619,..
Nigeria,NGA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,47.504,48.078,48.648,49.191,49.696,50.161,50.596,51.019,51.442,51.865,52.286,52.696,53.086,53.45,53.789,..
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.252,48.812,49.373,49.913,50.422,50.896,51.346,51.786,52.228,52.672,53.112,53.541,53.95,54.332,54.687,..
Nigeria,NGA,Net migration,SM.POP.NETM,..,..,-300000,..,..,..,..,-300000,..,..,..,..,-300000,..,..,..
Nigeria,NGA,Age dependency ratio (% of working-age population),SP.POP.DPND,86.6151583,87.10568311,87.44536813,87.66870041,87.80764002,87.87658552,88.24452404,88.49244326,88.59181475,88.49848686,88.20359564,88.15400492,87.83665152,87.31508612,86.6737828,85.96235196
Nigeria,NGA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,40.1,..,..
Nigeria,NGA,Population growth (annual %),SP.POP.GROW,2.585689132,2.610843162,2.632171268,2.649867728,2.662921245,2.67144283,2.67788557,2.680929555,2.67690791,2.665006503,2.647406072,2.627675151,2.607667054,2.586551303,2.564871955,2.542973405
Nigeria,NGA,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.18077297,1.17425369,1.162814117,1.146592037,1.131476861,1.105564143,1.097882449,1.086520032,1.071512624,1.04850654,1.019684861,0.994456544,0.965162333,0.938771667,0.914056252,0.889428211
Nigeria,NGA,Urban population growth (annual %),SP.URB.GROW,4.816457888,4.810457445,4.801594103,4.790010703,4.765264256,4.74429723,4.695120177,4.645014809,4.585813757,4.52112943,4.452980719,4.378634932,4.310320519,4.238852265,4.166860922,4.096610591
Nigeria,NGA,"Population, total",SP.POP.TOTL,138865014,142538305,146339971,150269622,154324939,158503203,162805080,167228803,171765819,176404931,181137454,185960244,190873247,195874685,200963603,206139587
Nigeria,NGA,Number of infant deaths,SH.DTH.IMRT,547409,543784,540903,539660,539539,540794,542836,545541,548739,551797,554557,555616,554698,551611,547026,541477
Ethiopia,ETH,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.25,..,..,..,..,..,..,..,2.940000057,..,..,..,..,..,..,..
Ethiopia,ETH,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,1.809999943,..,..,..,..,..,..,..,1.649999976,..,..,..,..,..,..,..
Ethiopia,ETH,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,57.639,58.796,59.983,61.155,62.277,63.315,64.244,65.065,65.783,66.399,66.926,67.378,67.784,68.165,68.536,..
Ethiopia,ETH,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,54.846,55.912,56.991,58.046,59.05,59.976,60.804,61.534,62.176,62.73,63.207,63.622,63.997,64.35,64.694,..
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.223,57.334,58.467,59.581,60.645,61.627,62.505,63.281,63.961,64.547,65.048,65.482,65.872,66.24,66.597,..
Ethiopia,ETH,Net migration,SM.POP.NETM,..,..,-50132,..,..,..,..,399997,..,..,..,..,150002,..,..,..
Ethiopia,ETH,Age dependency ratio (% of working-age population),SP.POP.DPND,98.42904179,97.84425716,97.04249206,95.98480477,94.67307574,93.17432637,91.35663428,89.49834377,87.62243351,85.75308325,83.91972458,82.46098002,80.95823165,79.48202645,78.10432427,76.84882718
Ethiopia,ETH,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,29.6,..,..,..,..,23.5,..,..,..,..,..
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,2.798323914,2.768139897,2.745949471,2.741029927,2.756861848,2.783756927,2.812613737,2.829627968,2.827014885,2.799924688,2.756111616,2.708072653,2.663414482,2.619969171,2.579697088,2.541386464
Ethiopia,ETH,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.566089795,2.531799211,2.487593551,2.270226336,2.276612361,2.290303606,2.30820545,2.311665346,2.318637991,2.279074426,2.223845924,2.162976242,2.107802372,2.049894896,1.9949292,1.94296408
Ethiopia,ETH,Urban population growth (annual %),SP.URB.GROW,4.05459517,4.027689706,4.1015815,5.156403082,5.150746526,5.173659618,5.186204765,5.197758315,5.086535939,5.051635482,4.994275467,4.937514135,4.873777271,4.825886034,4.780416566,4.731593022
Ethiopia,ETH,"Population, total",SP.POP.TOTL,76346310,78489205,80674343,82916236,85233923,87639962,90139928,92726982,95385793,98094264,100835453,103603461,106399926,109224410,112078727,114963583
Ethiopia,ETH,Number of infant deaths,SH.DTH.IMRT,205677,196895,188757,181356,174702,168763,163338,158244,153408,148951,144651,140339,136197,132502,129345,126555
Pakistan,PAK,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,12.06000042,0.319999993,0.25,0.529999971,0.360000014,0.639999986,0.670000017,..,3.420000076,2.00999999,6.110000134,..,..,4.550000191,6.260000229,..
Pakistan,PAK,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,5.960000038,0.639999986,0.430000007,0.400000006,0.579999983,0.660000026,0.829999983,..,2.819999933,1.769999981,2.799999952,..,..,3.960000038,4.409999847,..
Pakistan,PAK,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,64.89,65.124,65.374,65.644,65.931,66.228,66.526,66.813,67.08,67.323,67.543,67.742,67.928,68.109,68.287,..
Pakistan,PAK,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,63.102,63.317,63.552,63.809,64.086,64.377,64.672,64.959,65.226,65.468,65.684,65.872,66.041,66.194,66.337,..
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.951,64.176,64.42,64.685,64.969,65.264,65.562,65.849,66.117,66.36,66.577,66.77,66.947,67.114,67.273,..
Pakistan,PAK,Net migration,SM.POP.NETM,..,..,-339805,..,..,..,..,-1079167,..,..,..,..,-1166895,..,..,..
Pakistan,PAK,Age dependency ratio (% of working-age population),SP.POP.DPND,78.80890081,77.5144637,76.19157975,74.85708341,73.5251822,72.21397002,71.1830779,70.16069108,69.16714373,68.2266035,67.35461573,66.70480339,66.09214535,65.51520226,64.95331256,64.38774135
Pakistan,PAK,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,50.4,..,44.1,..,..,36.8,36.3,..,29.5,..,24.3,..,..,21.9,..,..
Pakistan,PAK,Population growth (annual %),SP.POP.GROW,2.296421618,2.293232554,2.281671865,2.263050049,2.233335732,2.197034544,2.158796524,2.126222177,2.103244584,2.092456416,2.088551827,2.086326177,2.077578387,2.057546095,2.02296716,1.978319567
Pakistan,PAK,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.99242178,1.986787089,1.972759519,1.953179782,1.922503861,1.883694139,1.842927807,1.807804489,1.785363674,1.772003068,1.765505106,1.760663961,1.750852973,1.704489607,1.64171863,1.568561237
Pakistan,PAK,Urban population growth (annual %),SP.URB.GROW,2.889667389,2.885903654,2.873760759,2.851655189,2.81849362,2.781647488,2.742852677,2.709711009,2.680539204,2.669230486,2.664794172,2.662027388,2.649982798,2.670340009,2.67810181,2.674941544
Pakistan,PAK,"Population, total",SP.POP.TOTL,160304007,164022626,167808106,171648984,175525610,179424643,183340168,187280125,191260799,195305012,199426953,203631356,207906210,212228288,216565317,220892331
Pakistan,PAK,Number of infant deaths,SH.DTH.IMRT,384015,381280,378820,376599,374353,371903,369184,366119,362935,359330,355133,350501,345261,339097,331941,323919
