Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
United States,USA,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,97.16603088,95.47634125,103.3436279,..
United States,USA,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,100.4294662,104.5101929,97.75263977,..
United States,USA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,0.26888001,..,..,..,..,..,..,..,3.14109993,..,1.917379975,0.43096,..,0.63568002,0.848990023,..
United States,USA,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,0.847800016,..,..,..,..,..,..,..,2.665260077,..,1.698950052,0.291880012,..,0.515320003,0.98131001,..
United States,USA,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"School enrollment, primary (% gross)",SE.PRM.ENRR,108.6008377,108.1747665,108.7997131,109.4244232,110.5452805,110.6334915,110.5407562,110.4134521,109.4414825,108.0057526,106.6061096,106.2777328,105.7700119,105.0280685,104.6558228,..
Mexico,MEX,"School enrollment, secondary (% gross)",SE.SEC.ENRR,82.30407715,84.08560181,84.90705109,86.42752838,85.93801117,87.0699234,88.19017792,90.66719818,93.3275528,97.34338379,100.8327408,102.4040604,104.3850327,105.103363,104.6472397,..
Mexico,MEX,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,101.5484009,101.6210022,102.5415192,101.7078018,99.93875885,100.4644012,100.240593,106.6098175,109.9265518,110.774292,105.0175323,104.0164719,104.3209686,102.6292801,103.2503433,..
Mexico,MEX,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,99.62754059,100.1787109,101.3964691,100.8843079,99.71331787,100.0202866,100.1556396,105.4295731,108.9388123,110.2519302,104.805809,103.9240265,103.8832779,101.8975372,101.7138596,..
Mexico,MEX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.845689774,4.699920177,4.690509796,4.82006979,5.187940121,5.159220219,5.105649948,5.103099823,4.696050167,5.257470131,5.229420185,4.90681982,4.518219948,4.254429817,..,..
Mexico,MEX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,90.21041107,89.8345108,91.35555267,91.45361328,92.11624908,91.85341644,92.33827972,93.17923737,92.90393829,93.59133911,93.48549652,93.96852112,94.16575623,94.60804749,..,94.49513245
Mexico,MEX,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,93.1904068,93.90119934,94.44151306,94.59216309,94.91657257,94.38394165,94.78276825,95.39163208,95.11210632,95.62046814,95.54933167,95.84481812,95.87236786,96.23290253,..,96.05874634
Mexico,MEX,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,97.62792969,97.69171906,98.11611176,98.35642242,98.38159943,98.49212646,98.50666046,99.02957153,98.60191345,99.07946014,99.01495361,99.20722961,99.16837311,99.38847351,..,99.17141724
Mexico,MEX,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,97.64424896,98.10611725,98.19888306,98.40971375,98.67002869,98.3755722,98.41655731,98.72036743,98.52684021,98.92221069,98.8735199,99.02591705,99.08129883,99.24864197,..,98.99363708
Mexico,MEX,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,7.998589993,5.995100021,5.080039978,4.983980179,5.385849953,6.913360119,7.139840126,6.911550045,4.309810162,3.068730116,1.999359965,2.737570047,5.105110168,6.784939766,6.444469929,..
Mexico,MEX,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,6.064529896,5.327030182,5.370639801,5.788720131,6.29377985,7.384469986,7.260700226,6.898099899,4.339620113,3.414109945,2.845309973,4.018770218,6.746109962,8.757510185,8.807299614,..
Niger,NER,"School enrollment, primary (% gross)",SE.PRM.ENRR,48.35649109,48.98725891,51.37997055,55.2114296,59.01190186,62.70835876,66.51894379,68.39437103,69.14922333,69.57597351,71.59590912,73.43232727,74.73619843,..,66.4154129,..
Niger,NER,"School enrollment, secondary (% gross)",SE.SEC.ENRR,9.631489754,11.04808998,10.59879017,10.91361046,11.43198967,13.04246998,13.88327026,15.05933952,16.25382042,18.20435905,20.09321976,23.12496948,24.25374985,..,..,..
Niger,NER,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,22.9840107,25.48982048,30.93663979,30.96519089,32.86037827,34.00812912,37.61721039,41.5736084,42.24362183,50.74103928,61.38932037,65.04421997,..,..,57.30694962,48.60884094
Niger,NER,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,35.60361862,38.65404892,46.50577927,43.59632874,46.18741989,45.15419006,50.86676025,53.79634857,53.00437164,64.23919678,74.58405304,77.9905777,..,..,67.05831909,53.69749832
Niger,NER,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,2.558520079,3.014620066,2.723119974,3.335880041,2.721950054,3.077620029,3.18682003,3.689529896,5.103680134,4.485899925,2.970959902,2.577159882,3.44698,3.523169994,..
Niger,NER,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,15.08413982,..,..,..,..,..,..,22.55129051,..,..,..,..,..,26.64999962,..,..
Niger,NER,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,42.92736816,..,..,..,..,..,..,39.05868912,..,..,..,..,..,43.59405899,..,..
Niger,NER,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,23.19742966,..,..,..,..,..,..,31.64390945,..,..,..,..,..,35.56000137,..,..
Niger,NER,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,52.44952011,..,..,..,..,..,..,48.5571785,..,..,..,..,..,51.06999969,..,..
Niger,NER,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,65.73558807,64.31678772,62.88042831,58.97422028,55.22306061,51.26453018,46.6155014,44.61800003,44.68415833,44.24528122,42.78990173,41.66358185,38.52128983,..,44.90652847,..
Niger,NER,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,51.88679886,50.66931152,49.74980927,46.79003906,42.90576172,38.66656113,33.84292984,33.23477936,33.83792877,34.19721985,32.3970108,31.3653698,28.66439056,..,37.26940918,..
Niger,NER,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,85.82805634,..,83.1235199,83.9587326,84.21443176,82.10620117,82.45749664,..,..,75.17014313,73.46779633,70.19786072,69.05776215,..,..,..
Niger,NER,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,78.9004364,..,73.71414185,75.13440704,75.98129272,75.91882324,75.99719238,..,..,66.940979,64.74713898,61.74296951,60.96837997,..,..,..
Nigeria,NGA,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.3650818,102.1081314,93.31004333,84.13864136,85.38784027,85.11785126,90.67124176,92.09114075,94.11853027,90.10355377,..,84.72563934,..,87.45423126,..,..
Nigeria,NGA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,34.95774841,34.45698166,31.86770058,35.38618088,39.23279953,44.2182312,45.55653,47.18077087,56.20539856,45.6240387,46.7820015,42.00254059,..,43.51113892,..,..
Nigeria,NGA,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,74.98071289,80.22299194,71.60855865,64.11502838,68.44174194,68.93570709,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,91.01863098,101.6903992,90.07288361,75.32872009,78.98457336,78.48284149,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,64.25449371,..,41.38676071,..,..,..,..,..,..,..,..,..,52.65647888,..,..
Nigeria,NGA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,76.13186646,..,61.25405121,..,..,..,..,..,..,..,..,..,71.25570679,..,..
Nigeria,NGA,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,..,74.50440216,..,57.95389175,..,..,..,..,..,..,..,..,..,68.26262665,..,..
Nigeria,NGA,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,83.12365723,..,75.56594086,..,..,..,..,..,..,..,..,..,81.5806427,..,..
Nigeria,NGA,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,36.34708023,35.26483917,35.98886871,41.75543976,40.43941116,39.99406052,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,27.08182907,27.22335052,20.94112015,28.69161034,27.8200798,28.26112938,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,"School enrollment, primary (% gross)",SE.PRM.ENRR,73.93554688,76.76000977,79.28751373,81.27266693,82.71041107,83.42733002,84.19554901,80.90805054,76.06292725,77.07611084,75.68318176,77.17025757,80.17077637,75.6006012,..,..
Mali,MLI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,25.83254051,27.7074604,30.30554008,33.73199081,36.67198944,39.28609848,41.2325592,..,41.81766891,44.0181694,41.72013855,42.99298096,41.52313995,41.0272789,..,..
Mali,MLI,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,33.93220901,38.48797989,41.38092041,45.01737976,47.38370895,50.7020607,51.73067856,49.82756042,..,49.74921036,48.04561996,47.86235809,47.1409111,..,..,..
Mali,MLI,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,50.39839172,55.9457016,59.01319122,60.65114975,61.39115143,64.26741791,64.64402008,59.15164185,..,56.56879044,53.72679138,54.13811874,52.01531982,..,..,..
Mali,MLI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.52218008,..,..,3.403559923,3.869040012,3.343889952,3.754230022,3.479490042,3.284650087,3.648190022,3.801520109,3.094779968,3.789769888,3.882529974,3.438679934,..
Mali,MLI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,18.19091034,..,..,..,20.28792953,18.90468979,..,..,..,22.19581032,..,..,25.73516083,..,22.07847023
Mali,MLI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,34.85789108,..,..,..,43.40063095,43.52046967,..,..,..,45.06592178,..,..,46.18413925,..,40.43405151
Mali,MLI,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,..,30.79846001,..,..,..,33.94570923,29.6953907,..,..,..,39.20775986,..,..,43.39810944,..,38.45201874
Mali,MLI,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,47.37997055,..,..,..,56.37126923,56.31502151,..,..,..,60.52548981,..,..,57.83325958,..,55.227211
Mali,MLI,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,49.92692184,48.15686035,45.82435989,..,38.75017929,37.26974869,35.86249924,37.71403885,..,40.43680954,43.12049103,42.06246185,36.38438034,44.16783905,..,..
Mali,MLI,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,36.92433167,36.05458069,34.097229,..,26.91245079,26.2585392,25.67160034,28.31484032,..,32.66093826,35.57678986,33.79034042,28.92445946,37.91067886,..,..
Mali,MLI,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,..,..,61.77838135,59.89955139,57.14865875,..,..,51.93048096,48.37828827,51.09178925,58.31029129,56.25222015,..,..
Mali,MLI,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,..,..,44.39891052,43.64366913,40.89913177,..,..,40.38753891,42.01848984,39.06029129,51.69395828,49.39054871,..,..
Ethiopia,ETH,"School enrollment, primary (% gross)",SE.PRM.ENRR,79.0526123,83.22889709,89.07444,94.75041199,93.42681885,91.65653229,94.27971649,94.26506042,..,99.25276184,100.971489,..,..,..,..,119.402977
Ethiopia,ETH,"School enrollment, secondary (% gross)",SE.SEC.ENRR,25.10318947,29.22883987,32.29912186,33.40739059,33.59592819,34.83549118,36.00415039,37.57714081,..,..,34.93946838,..,..,..,..,..
Ethiopia,ETH,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,36.09272003,41.94139099,42.41859818,46.07886124,50.10383987,55.65589905,50.28746033,50.51939011,52.74337006,53.01525879,52.99047089,59.89112091,61.65497971,..,64.86579132,65.37133026
Ethiopia,ETH,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,50.72365189,52.36487961,52.07971954,52.75725174,52.58724976,59.70196915,54.75452042,50.10128021,53.90333939,53.75389099,55.21025848,63.23722076,65.68746948,..,70.55845642,70.74250031
Ethiopia,ETH,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,5.490960121,5.451129913,5.408199787,4.422070026,4.496590137,5.485760212,5.56678009,4.498549938,4.602019787,4.737919807,5.061510086,5.64951992,5.06867981,..,..
Ethiopia,ETH,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,17.97719955,..,28.9216404,..,..,..,..,..,..,..,..,..,44.42338181,..,..,..
Ethiopia,ETH,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,41.9366188,..,49.13465881,..,..,..,..,..,..,..,..,..,59.24145889,..,..,..
Ethiopia,ETH,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,33.29975128,..,47.04113007,..,..,..,..,..,..,..,..,..,71.97251129,..,..,..
Ethiopia,ETH,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,55.88473892,..,62.97092819,..,..,..,..,..,..,..,..,..,73.52072144,..,..,..
Ethiopia,ETH,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,42.13727188,36.83734131,31.39015961,25.69585037,25.46297073,27.51902962,23.90880966,22.24909973,..,16.7377491,17.56192017,..,..,..,..,16.84796906
Ethiopia,ETH,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,35.5472908,31.69592094,26.54463959,20.91002083,21.96513939,23.77057076,19.57681084,18.17808914,..,11.00098038,11.25679016,..,..,..,..,8.82833004
Ethiopia,ETH,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,59.11000824,53.89067078,50.61071014,47.96007156,47.40011978,44.19607162,44.52651978,41.85705185,..,48.54058838,49.19427109,..,..,..,..,..
Ethiopia,ETH,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,38.10773849,35.17485046,34.53075027,35.14738846,39.41181946,37.92993927,39.5826416,38.85887146,..,46.12485886,44.9486618,..,..,..,..,..
Pakistan,PAK,"School enrollment, primary (% gross)",SE.PRM.ENRR,81.27757263,77.92784882,83.10394287,83.24307251,83.89859772,84.59361267,80.85917664,80.37718964,79.65857697,84.30747223,85.08992004,91.31745911,90.58917236,94.32820129,95.48413849,..
Pakistan,PAK,"School enrollment, secondary (% gross)",SE.SEC.ENRR,25.63673973,30.86035919,32.90158081,33.03702927,32.85655975,33.17972946,33.76794052,34.9048996,36.00167084,37.32049179,39.60364914,40.9597702,40.40158844,42.67465973,44.8681488,..
Pakistan,PAK,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,50.05447006,50.92182159,52.8965683,52.62380981,52.89113998,56.11716843,54.4838295,58.40758133,58.37319183,58.68865967,..,58.84320068,..,64.24922943,67.6683197,..
Pakistan,PAK,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,69.6743927,67.0114212,65.12004852,64.89337921,65.43683624,68.03323364,65.86917877,68.15596008,68.67778778,69.91909027,..,70.61134338,..,77.41831207,77.82138062,..
Pakistan,PAK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.049720049,2.395509958,2.635270119,2.746229887,2.59078002,2.286870003,2.221750021,2.13628006,2.493439913,2.465929985,2.650019884,3.002919912,2.89951992,..,2.507550001,..
Pakistan,PAK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,35.36751938,39.61323166,38.45775986,40.08118057,40.31462097,41.01552963,41.97539139,43.07189178,41.97494125,44.28342056,..,..,46.46767044,45.39839935,46.49003983,..
Pakistan,PAK,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,64.06047821,67.65184021,65.00493622,68.8660965,68.62761688,68.90061188,66.99114227,69.85822296,68.62934113,69.06681061,..,..,71.11599731,69.27658081,69.28746033,..
Pakistan,PAK,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,53.0885582,58.37055969,56.7849617,61.24991989,61.46266174,62.29837036,63.1368103,64.47409821,63.43799973,65.54779053,..,..,67.53713226,64.35005188,65.18557739,..
Pakistan,PAK,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,76.65171814,79.10218048,75.23848724,79.42005157,79.14431763,79.50414276,78.04241943,80.28826141,79.40380859,79.76598358,..,..,81.26351929,79.78309631,79.72924805,..
Pakistan,PAK,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
